# num_envs, seed, camera, time, command
8, 1, visual, 451.3279073238373, ./orbit.sh -p source/standalone/workflows/skrl/train.py --task Isaac-Lift-Cube-Camera-Franka-v0 --headless --num_envs 8 --seed 1 --usewandb
16, 1, state, 463.8833692073822, ./orbit.sh -p source/standalone/workflows/skrl/train.py --task Isaac-Lift-Cube-Franka-v0 --headless --num_envs 16 --seed 1 --usewandb
16, 1, visual, 464.18770146369934, ./orbit.sh -p source/standalone/workflows/skrl/train.py --task Isaac-Lift-Cube-Camera-Franka-v0 --headless --num_envs 16 --seed 1 --usewandb
32, 1, state, 479.5069704055786, ./orbit.sh -p source/standalone/workflows/skrl/train.py --task Isaac-Lift-Cube-Franka-v0 --headless --num_envs 32 --seed 1 --usewandb
32, 1, visual, 488.92592453956604, ./orbit.sh -p source/standalone/workflows/skrl/train.py --task Isaac-Lift-Cube-Camera-Franka-v0 --headless --num_envs 32 --seed 1 --usewandb
64, 1, state, 501.3137900829315, ./orbit.sh -p source/standalone/workflows/skrl/train.py --task Isaac-Lift-Cube-Franka-v0 --headless --num_envs 64 --seed 1 --usewandb
64, 1, visual, 517.3750476837158, ./orbit.sh -p source/standalone/workflows/skrl/train.py --task Isaac-Lift-Cube-Camera-Franka-v0 --headless --num_envs 64 --seed 1 --usewandb
128, 1, state, 524.2546348571777, ./orbit.sh -p source/standalone/workflows/skrl/train.py --task Isaac-Lift-Cube-Franka-v0 --headless --num_envs 128 --seed 1 --usewandb
128, 1, visual, 566.712240934372, ./orbit.sh -p source/standalone/workflows/skrl/train.py --task Isaac-Lift-Cube-Camera-Franka-v0 --headless --num_envs 128 --seed 1 --usewandb
256, 1, state, 612.5598757266998, ./orbit.sh -p source/standalone/workflows/skrl/train.py --task Isaac-Lift-Cube-Franka-v0 --headless --num_envs 256 --seed 1 --usewandb
256, 1, visual, 824.1239931583405, ./orbit.sh -p source/standalone/workflows/skrl/train.py --task Isaac-Lift-Cube-Camera-Franka-v0 --headless --num_envs 256 --seed 1 --usewandb
512, 1, state, 631.267810344696, ./orbit.sh -p source/standalone/workflows/skrl/train.py --task Isaac-Lift-Cube-Franka-v0 --headless --num_envs 512 --seed 1 --usewandb
512, 1, visual, 2081.4191393852234, ./orbit.sh -p source/standalone/workflows/skrl/train.py --task Isaac-Lift-Cube-Camera-Franka-v0 --headless --num_envs 512 --seed 1 --usewandb
1, 2, state, 445.2020137310028, ./orbit.sh -p source/standalone/workflows/skrl/train.py --task Isaac-Lift-Cube-Franka-v0 --headless --num_envs 1 --seed 2 --usewandb
1, 2, visual, 450.9981942176819, ./orbit.sh -p source/standalone/workflows/skrl/train.py --task Isaac-Lift-Cube-Camera-Franka-v0 --headless --num_envs 1 --seed 2 --usewandb
2, 2, state, 434.10998725891113, ./orbit.sh -p source/standalone/workflows/skrl/train.py --task Isaac-Lift-Cube-Franka-v0 --headless --num_envs 2 --seed 2 --usewandb
2, 2, visual, 432.09809041023254, ./orbit.sh -p source/standalone/workflows/skrl/train.py --task Isaac-Lift-Cube-Camera-Franka-v0 --headless --num_envs 2 --seed 2 --usewandb
4, 2, state, 441.11531043052673, ./orbit.sh -p source/standalone/workflows/skrl/train.py --task Isaac-Lift-Cube-Franka-v0 --headless --num_envs 4 --seed 2 --usewandb
4, 2, visual, 450.0005557537079, ./orbit.sh -p source/standalone/workflows/skrl/train.py --task Isaac-Lift-Cube-Camera-Franka-v0 --headless --num_envs 4 --seed 2 --usewandb
8, 2, state, 446.0689346790314, ./orbit.sh -p source/standalone/workflows/skrl/train.py --task Isaac-Lift-Cube-Franka-v0 --headless --num_envs 8 --seed 2 --usewandb
8, 2, visual, 445.2045867443085, ./orbit.sh -p source/standalone/workflows/skrl/train.py --task Isaac-Lift-Cube-Camera-Franka-v0 --headless --num_envs 8 --seed 2 --usewandb
16, 2, state, 451.50192165374756, ./orbit.sh -p source/standalone/workflows/skrl/train.py --task Isaac-Lift-Cube-Franka-v0 --headless --num_envs 16 --seed 2 --usewandb
16, 2, visual, 462.1720185279846, ./orbit.sh -p source/standalone/workflows/skrl/train.py --task Isaac-Lift-Cube-Camera-Franka-v0 --headless --num_envs 16 --seed 2 --usewandb
32, 2, state, 483.23151874542236, ./orbit.sh -p source/standalone/workflows/skrl/train.py --task Isaac-Lift-Cube-Franka-v0 --headless --num_envs 32 --seed 2 --usewandb
32, 2, visual, 488.960223197937, ./orbit.sh -p source/standalone/workflows/skrl/train.py --task Isaac-Lift-Cube-Camera-Franka-v0 --headless --num_envs 32 --seed 2 --usewandb
64, 2, state, 512.0793397426605, ./orbit.sh -p source/standalone/workflows/skrl/train.py --task Isaac-Lift-Cube-Franka-v0 --headless --num_envs 64 --seed 2 --usewandb
64, 2, visual, 526.1326863765717, ./orbit.sh -p source/standalone/workflows/skrl/train.py --task Isaac-Lift-Cube-Camera-Franka-v0 --headless --num_envs 64 --seed 2 --usewandb
128, 2, state, 552.6838853359222, ./orbit.sh -p source/standalone/workflows/skrl/train.py --task Isaac-Lift-Cube-Franka-v0 --headless --num_envs 128 --seed 2 --usewandb
128, 2, visual, 599.6119563579559, ./orbit.sh -p source/standalone/workflows/skrl/train.py --task Isaac-Lift-Cube-Camera-Franka-v0 --headless --num_envs 128 --seed 2 --usewandb
256, 2, state, 631.6491796970367, ./orbit.sh -p source/standalone/workflows/skrl/train.py --task Isaac-Lift-Cube-Franka-v0 --headless --num_envs 256 --seed 2 --usewandb
256, 2, visual, 849.7957921028137, ./orbit.sh -p source/standalone/workflows/skrl/train.py --task Isaac-Lift-Cube-Camera-Franka-v0 --headless --num_envs 256 --seed 2 --usewandb
512, 2, state, 665.14564037323, ./orbit.sh -p source/standalone/workflows/skrl/train.py --task Isaac-Lift-Cube-Franka-v0 --headless --num_envs 512 --seed 2 --usewandb
512, 2, visual, 2132.1478741168976, ./orbit.sh -p source/standalone/workflows/skrl/train.py --task Isaac-Lift-Cube-Camera-Franka-v0 --headless --num_envs 512 --seed 2 --usewandb
1, 3, state, 447.1319479942322, ./orbit.sh -p source/standalone/workflows/skrl/train.py --task Isaac-Lift-Cube-Franka-v0 --headless --num_envs 1 --seed 3 --usewandb
1, 3, visual, 449.9933145046234, ./orbit.sh -p source/standalone/workflows/skrl/train.py --task Isaac-Lift-Cube-Camera-Franka-v0 --headless --num_envs 1 --seed 3 --usewandb
2, 3, state, 439.9641914367676, ./orbit.sh -p source/standalone/workflows/skrl/train.py --task Isaac-Lift-Cube-Franka-v0 --headless --num_envs 2 --seed 3 --usewandb
2, 3, visual, 441.4386477470398, ./orbit.sh -p source/standalone/workflows/skrl/train.py --task Isaac-Lift-Cube-Camera-Franka-v0 --headless --num_envs 2 --seed 3 --usewandb
4, 3, state, 439.97346901893616, ./orbit.sh -p source/standalone/workflows/skrl/train.py --task Isaac-Lift-Cube-Franka-v0 --headless --num_envs 4 --seed 3 --usewandb
4, 3, visual, 440.11735105514526, ./orbit.sh -p source/standalone/workflows/skrl/train.py --task Isaac-Lift-Cube-Camera-Franka-v0 --headless --num_envs 4 --seed 3 --usewandb
8, 3, state, 441.9041087627411, ./orbit.sh -p source/standalone/workflows/skrl/train.py --task Isaac-Lift-Cube-Franka-v0 --headless --num_envs 8 --seed 3 --usewandb
8, 3, visual, 451.14611649513245, ./orbit.sh -p source/standalone/workflows/skrl/train.py --task Isaac-Lift-Cube-Camera-Franka-v0 --headless --num_envs 8 --seed 3 --usewandb
16, 3, state, 474.058322429657, ./orbit.sh -p source/standalone/workflows/skrl/train.py --task Isaac-Lift-Cube-Franka-v0 --headless --num_envs 16 --seed 3 --usewandb
16, 3, visual, 481.4854242801666, ./orbit.sh -p source/standalone/workflows/skrl/train.py --task Isaac-Lift-Cube-Camera-Franka-v0 --headless --num_envs 16 --seed 3 --usewandb
32, 3, state, 491.77048420906067, ./orbit.sh -p source/standalone/workflows/skrl/train.py --task Isaac-Lift-Cube-Franka-v0 --headless --num_envs 32 --seed 3 --usewandb
32, 3, visual, 498.20525312423706, ./orbit.sh -p source/standalone/workflows/skrl/train.py --task Isaac-Lift-Cube-Camera-Franka-v0 --headless --num_envs 32 --seed 3 --usewandb
64, 3, state, 509.3274390697479, ./orbit.sh -p source/standalone/workflows/skrl/train.py --task Isaac-Lift-Cube-Franka-v0 --headless --num_envs 64 --seed 3 --usewandb
64, 3, visual, 526.1721005439758, ./orbit.sh -p source/standalone/workflows/skrl/train.py --task Isaac-Lift-Cube-Camera-Franka-v0 --headless --num_envs 64 --seed 3 --usewandb
128, 3, state, 552.2305591106415, ./orbit.sh -p source/standalone/workflows/skrl/train.py --task Isaac-Lift-Cube-Franka-v0 --headless --num_envs 128 --seed 3 --usewandb
128, 3, visual, 596.7776734828949, ./orbit.sh -p source/standalone/workflows/skrl/train.py --task Isaac-Lift-Cube-Camera-Franka-v0 --headless --num_envs 128 --seed 3 --usewandb
256, 3, state, 631.6981339454651, ./orbit.sh -p source/standalone/workflows/skrl/train.py --task Isaac-Lift-Cube-Franka-v0 --headless --num_envs 256 --seed 3 --usewandb
256, 3, visual, 867.3995821475983, ./orbit.sh -p source/standalone/workflows/skrl/train.py --task Isaac-Lift-Cube-Camera-Franka-v0 --headless --num_envs 256 --seed 3 --usewandb
1024, 0, state, 737.1316018104553, ./orbit.sh -p source/standalone/workflows/skrl/train.py --task Isaac-Lift-Cube-Franka-v0 --headless --num_envs 1024 --seed 0 --usewandb
1024, 0, visual, 11565.509863138199, ./orbit.sh -p source/standalone/workflows/skrl/train.py --task Isaac-Lift-Cube-Camera-Franka-v0 --headless --num_envs 1024 --seed 0 --usewandb
2048, 0, state, 814.7036724090576, ./orbit.sh -p source/standalone/workflows/skrl/train.py --task Isaac-Lift-Cube-Franka-v0 --headless --num_envs 2048 --seed 0 --usewandb
1, 0, state, 36.641597032547, ./orbit.sh -p source/standalone/workflows/skrl/train.py --task Isaac-Lift-Cube-Franka-v0 --headless --num_envs 1 --seed 0 --timesteps 1000 --usewandb
1, 0, visual, 34.45155930519104, ./orbit.sh -p source/standalone/workflows/skrl/train.py --task Isaac-Lift-Cube-Camera-Franka-v0 --headless --num_envs 1 --seed 0 --timesteps 1000 --usewandb
2, 0, state, 32.48194932937622, ./orbit.sh -p source/standalone/workflows/skrl/train.py --task Isaac-Lift-Cube-Franka-v0 --headless --num_envs 2 --seed 0 --timesteps 1000 --usewandb
2, 0, visual, 34.634586334228516, ./orbit.sh -p source/standalone/workflows/skrl/train.py --task Isaac-Lift-Cube-Camera-Franka-v0 --headless --num_envs 2 --seed 0 --timesteps 1000 --usewandb
4, 0, state, 32.625290632247925, ./orbit.sh -p source/standalone/workflows/skrl/train.py --task Isaac-Lift-Cube-Franka-v0 --headless --num_envs 4 --seed 0 --timesteps 1000 --usewandb
4, 0, visual, 34.43701672554016, ./orbit.sh -p source/standalone/workflows/skrl/train.py --task Isaac-Lift-Cube-Camera-Franka-v0 --headless --num_envs 4 --seed 0 --timesteps 1000 --usewandb
8, 0, state, 34.537602186203, ./orbit.sh -p source/standalone/workflows/skrl/train.py --task Isaac-Lift-Cube-Franka-v0 --headless --num_envs 8 --seed 0 --timesteps 1000 --usewandb
8, 0, visual, 34.518616914749146, ./orbit.sh -p source/standalone/workflows/skrl/train.py --task Isaac-Lift-Cube-Camera-Franka-v0 --headless --num_envs 8 --seed 0 --timesteps 1000 --usewandb
16, 0, state, 34.59093618392944, ./orbit.sh -p source/standalone/workflows/skrl/train.py --task Isaac-Lift-Cube-Franka-v0 --headless --num_envs 16 --seed 0 --timesteps 1000 --usewandb
16, 0, visual, 34.78565764427185, ./orbit.sh -p source/standalone/workflows/skrl/train.py --task Isaac-Lift-Cube-Camera-Franka-v0 --headless --num_envs 16 --seed 0 --timesteps 1000 --usewandb
32, 0, state, 34.4438955783844, ./orbit.sh -p source/standalone/workflows/skrl/train.py --task Isaac-Lift-Cube-Franka-v0 --headless --num_envs 32 --seed 0 --timesteps 1000 --usewandb
32, 0, visual, 36.811991691589355, ./orbit.sh -p source/standalone/workflows/skrl/train.py --task Isaac-Lift-Cube-Camera-Franka-v0 --headless --num_envs 32 --seed 0 --timesteps 1000 --usewandb
64, 0, state, 34.575193643569946, ./orbit.sh -p source/standalone/workflows/skrl/train.py --task Isaac-Lift-Cube-Franka-v0 --headless --num_envs 64 --seed 0 --timesteps 1000 --usewandb
64, 0, visual, 40.52082872390747, ./orbit.sh -p source/standalone/workflows/skrl/train.py --task Isaac-Lift-Cube-Camera-Franka-v0 --headless --num_envs 64 --seed 0 --timesteps 1000 --usewandb
128, 0, state, 34.495503664016724, ./orbit.sh -p source/standalone/workflows/skrl/train.py --task Isaac-Lift-Cube-Franka-v0 --headless --num_envs 128 --seed 0 --timesteps 1000 --usewandb
128, 0, visual, 62.484294176101685, ./orbit.sh -p source/standalone/workflows/skrl/train.py --task Isaac-Lift-Cube-Camera-Franka-v0 --headless --num_envs 128 --seed 0 --timesteps 1000 --usewandb
256, 0, state, 38.4956955909729, ./orbit.sh -p source/standalone/workflows/skrl/train.py --task Isaac-Lift-Cube-Franka-v0 --headless --num_envs 256 --seed 0 --timesteps 1000 --usewandb
256, 0, visual, 224.33755683898926, ./orbit.sh -p source/standalone/workflows/skrl/train.py --task Isaac-Lift-Cube-Camera-Franka-v0 --headless --num_envs 256 --seed 0 --timesteps 1000 --usewandb
512, 0, state, 42.53793954849243, ./orbit.sh -p source/standalone/workflows/skrl/train.py --task Isaac-Lift-Cube-Franka-v0 --headless --num_envs 512 --seed 0 --timesteps 1000 --usewandb
512, 0, visual, 1434.9601576328278, ./orbit.sh -p source/standalone/workflows/skrl/train.py --task Isaac-Lift-Cube-Camera-Franka-v0 --headless --num_envs 512 --seed 0 --timesteps 1000 --usewandb
1024, 0, state, 48.1250479221344, ./orbit.sh -p source/standalone/workflows/skrl/train.py --task Isaac-Lift-Cube-Franka-v0 --headless --num_envs 1024 --seed 0 --timesteps 1000 --usewandb
1024, 0, visual, 10844.144590616226, ./orbit.sh -p source/standalone/workflows/skrl/train.py --task Isaac-Lift-Cube-Camera-Franka-v0 --headless --num_envs 1024 --seed 0 --timesteps 1000 --usewandb
2048, 0, state, 99.07321238517761, ./orbit.sh -p source/standalone/workflows/skrl/train.py --task Isaac-Lift-Cube-Franka-v0 --headless --num_envs 2048 --seed 0 --timesteps 1000 --usewandb
